,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
70,0.2993792533874512,0.009665958047362668,0.005301141738891601,0.0007310458820514435,0.1,0.1,3,1000,0.5,10.0,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 10, 'subsample': 0.5}",-0.4419457173770075,-0.38545166894074384,-0.33373788836340795,-0.6968141833159422,-0.2643476695466248,-0.42445942550874527,0.1482367439437833,7559
71,0.26299128532409666,0.009785478786443515,0.0054188728332519535,0.0007950954216921467,0.1,0.1,3,1000,0.5,10.0,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 10, 'subsample': 1.0}",-0.443325244198579,-0.40975992330644223,-0.3377331591930229,-0.7451861182886923,-0.26099205448118656,-0.4393992998935846,0.16526622968286592,8381
72,0.294016170501709,0.01309249216516847,0.006013250350952149,0.00017090016709031493,0.1,0.1,3,1000,1.0,0.0,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 1, 'reg_lambda': 0, 'subsample': 0.1}",-0.42602986206016624,-0.3668907614352604,-0.3451620406899086,-0.6678809350700909,-0.26537381327541126,-0.41426748250616746,0.1368558200583479,7157
73,0.29636325836181643,0.01256373965936429,0.005425357818603515,0.0007944320227062914,0.1,0.1,3,1000,1.0,0.0,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 1, 'reg_lambda': 0, 'subsample': 0.3}",-0.4464231549717652,-0.43413290525899406,-0.34513412858118836,-0.7137908289462136,-0.2703840077858732,-0.4419730051088068,0.15019104658040197,8545
74,0.29878787994384765,0.011519315407583322,0.006045484542846679,0.0013241587123523119,0.1,0.1,3,1000,1.0,0.0,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 1, 'reg_lambda': 0, 'subsample': 0.5}",-0.4477685465869843,-0.4137965342302719,-0.3371764370221286,-0.6792264940916575,-0.26937811621237245,-0.42946922562868295,0.1393601906544407,7853
75,0.264005708694458,0.008297711110688765,0.005906057357788086,0.0011889733448014722,0.1,0.1,3,1000,1.0,0.0,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 1, 'reg_lambda': 0, 'subsample': 1.0}",-0.4449716530503083,-0.41906784758555427,-0.3380341742227401,-0.7411775213033818,-0.263364007845072,-0.44132304080141127,0.1629474288495443,8512
76,0.2985215663909912,0.01426216868034097,0.005154085159301758,0.0010471477360041136,0.1,0.1,3,1000,1.0,0.1,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 1, 'reg_lambda': 0.1, 'subsample': 0.1}",-0.42802801107444854,-0.3832795979762707,-0.33987443931010425,-0.6740360967740979,-0.26653280462068984,-0.4183501899511223,0.1384961021244203,7318
77,0.30384521484375,0.024295949515014497,0.004817771911621094,0.0007528003928707882,0.1,0.1,3,1000,1.0,0.1,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 1, 'reg_lambda': 0.1, 'subsample': 0.3}",-0.4446596848646458,-0.4234032973072105,-0.3450788794298113,-0.7411462256036846,-0.26985768740498245,-0.4448291549220669,0.1605166872183888,8754
78,0.2984961986541748,0.011972399036125691,0.0056072711944580075,0.0008010480025704382,0.1,0.1,3,1000,1.0,0.1,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 1, 'reg_lambda': 0.1, 'subsample': 0.5}",-0.44639143334100084,-0.4021984292187052,-0.3382732884444144,-0.6490375838644206,-0.26959208885373404,-0.42109856474445506,0.12866031197934313,7417
79,0.2630496025085449,0.012332215725819433,0.0053557872772216795,0.0007682345253965147,0.1,0.1,3,1000,1.0,0.1,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 1, 'reg_lambda': 0.1, 'subsample': 1.0}",-0.4450230173239608,-0.4244523860704181,-0.3379386769020151,-0.7432643779539643,-0.26219393897633225,-0.4425744794453381,0.16385030437868353,8571
